TRAIN_COURSE_ID,SEQ,NODE,ARRIVAL_SECONDS,DEPARTURE_SECONDS,Track,Activity,DUTY_ID,START_TIME_SECONDS,END_TIME_SECONDS,START_NODE,END_NODE,NODE_R,ARRIVAL_SECONDS_R,DEPARTURE_SECONDS_R,TRACK_R,IS_REALIZED,DIRECTION,CATEGORY,ARRIVAL_SECONDS_P,DEPARTURE_SECONDS_P,Activity_P
2C02RN#1,2,WHELSTJ,63636.0,63636.0,1,PASS,RSDuty_17,63540,65340,LIVST,GIDEAPK,,,,,,EB,OO,63636.0,63636.0,PASS
2C02RN#1,3,BTHNLGR,63720.0,63720.0,1,PASS,RSDuty_17,63540,65340,LIVST,GIDEAPK,,,,,,EB,OO,63720.0,63720.0,PASS
2C02RN#1,4,BOWJ,63840.0,63840.0,1,PASS,RSDuty_17,63540,65340,LIVST,GIDEAPK,,,,,,EB,OO,63840.0,63840.0,PASS
2C02RN#1,5,PUDGMLL,64122.0,64122.0,3,PASS,RSDuty_17,63540,65340,LIVST,GIDEAPK,,,,,,EB,OO,63875.0,63875.0,PASS
2C02RN#1,6,STFD,64207.0,64237.0,8,STOP,RSDuty_17,63540,65340,LIVST,GIDEAPK,,,,,,EB,OO,63930.0,63990.0,STOP
2C02RN#1,7,MRYLAND,64327.0,64357.0,2,STOP,RSDuty_17,63540,65340,LIVST,GIDEAPK,,,,,,EB,OO,64080.0,64110.0,STOP
2C02RN#1,8,FRSTGT,64447.0,64477.0,1,STOP,RSDuty_17,63540,65340,LIVST,GIDEAPK,,,,,,EB,OO,64200.0,64230.0,STOP
2C02RN#1,9,FRSTGTJ,64537.0,64537.0,1,PASS,RSDuty_17,63540,65340,LIVST,GIDEAPK,,,,,,EB,OO,64290.0,64290.0,PASS
2C02RN#1,10,MANRPK,64597.0,64627.0,2,STOP,RSDuty_17,63540,65340,LIVST,GIDEAPK,,,,,,EB,OO,64350.0,64380.0,STOP
2C02RN#1,11,MANPKJ,64655.0,64655.0,2,PASS,RSDuty_17,63540,65340,LIVST,GIDEAPK,,,,,,EB,OO,64408.0,64408.0,PASS
2C02RN#1,12,ILFORD,64747.0,64777.0,4,STOP,RSDuty_17,63540,65340,LIVST,GIDEAPK,,,,,,EB,OO,64500.0,64560.0,STOP
2C02RN#1,13,ILFELEJ,64820.0,64820.0,2,PASS,RSDuty_17,63540,65340,LIVST,GIDEAPK,,,,,,EB,OO,64603.0,64603.0,PASS
2C02RN#1,14,ILFELWJ,64878.0,64878.0,1,PASS,RSDuty_17,63540,65340,LIVST,GIDEAPK,,,,,,EB,OO,64661.0,64661.0,PASS
2C02RN#1,15,SVNKNGS,64897.0,64927.0,4,STOP,RSDuty_17,63540,65340,LIVST,GIDEAPK,,,,,,EB,OO,64680.0,64710.0,STOP
2C02RN#1,16,GODMAYS,65017.0,65047.0,1,STOP,RSDuty_17,63540,65340,LIVST,GIDEAPK,,,,,,EB,OO,64800.0,64830.0,STOP
2C02RN#1,17,CHDWLHT,65137.0,65167.0,4,STOP,RSDuty_17,63540,65340,LIVST,GIDEAPK,,,,,,EB,OO,64920.0,64950.0,STOP
2C02RN#1,18,ROMFORD,65347.0,65377.0,5,STOP,RSDuty_17,63540,65340,LIVST,GIDEAPK,,,,,,EB,OO,65130.0,65190.0,STOP
2C02RN#1,19,GIDEAPK,65497.0,65527.0,4,STOP,RSDuty_17,63540,65340,LIVST,GIDEAPK,,,,,,EB,OO,65340.0,65340.0,STOP
2C04RN#1,1,LIVST,65340.0,65340.0,17,STOP,RSDuty_28,65340,67140,LIVST,GIDEAPK,,,,,,EB,OO,65340.0,65340.0,STOP
2C04RN#1,2,WHELSTJ,65436.0,65436.0,1,PASS,RSDuty_28,65340,67140,LIVST,GIDEAPK,,,,,,EB,OO,65436.0,65436.0,PASS
2C04RN#1,3,BTHNLGR,65520.0,65520.0,1,PASS,RSDuty_28,65340,67140,LIVST,GIDEAPK,,,,,,EB,OO,65520.0,65520.0,PASS
2C04RN#1,4,BOWJ,65640.0,65640.0,1,PASS,RSDuty_28,65340,67140,LIVST,GIDEAPK,,,,,,EB,OO,65640.0,65640.0,PASS
2C04RN#1,5,PUDGMLL,65772.0,65772.0,3,PASS,RSDuty_28,65340,67140,LIVST,GIDEAPK,,,,,,EB,OO,65675.0,65675.0,PASS
2C04RN#1,6,STFD,66037.0,66067.0,8,STOP,RSDuty_28,65340,67140,LIVST,GIDEAPK,,,,,,EB,OO,65730.0,65790.0,STOP
2C04RN#1,7,MRYLAND,66157.0,66187.0,2,STOP,RSDuty_28,65340,67140,LIVST,GIDEAPK,,,,,,EB,OO,65880.0,65910.0,STOP
2C04RN#1,8,FRSTGT,66277.0,66307.0,1,STOP,RSDuty_28,65340,67140,LIVST,GIDEAPK,,,,,,EB,OO,66000.0,66030.0,STOP
2C04RN#1,9,FRSTGTJ,66367.0,66367.0,1,PASS,RSDuty_28,65340,67140,LIVST,GIDEAPK,,,,,,EB,OO,66090.0,66090.0,PASS
2C04RN#1,10,MANRPK,66427.0,66457.0,2,STOP,RSDuty_28,65340,67140,LIVST,GIDEAPK,,,,,,EB,OO,66150.0,66180.0,STOP
2C04RN#1,11,MANPKJ,66485.0,66485.0,2,PASS,RSDuty_28,65340,67140,LIVST,GIDEAPK,,,,,,EB,OO,66208.0,66208.0,PASS
2C04RN#1,12,ILFORD,66577.0,66607.0,4,STOP,RSDuty_28,65340,67140,LIVST,GIDEAPK,,,,,,EB,OO,66300.0,66360.0,STOP
2C04RN#1,13,ILFELEJ,66650.0,66650.0,2,PASS,RSDuty_28,65340,67140,LIVST,GIDEAPK,,,,,,EB,OO,66403.0,66403.0,PASS
2C04RN#1,14,ILFELWJ,66708.0,66708.0,1,PASS,RSDuty_28,65340,67140,LIVST,GIDEAPK,,,,,,EB,OO,66461.0,66461.0,PASS
2C04RN#1,15,SVNKNGS,66727.0,66757.0,4,STOP,RSDuty_28,65340,67140,LIVST,GIDEAPK,,,,,,EB,OO,66480.0,66510.0,STOP
2C04RN#1,16,GODMAYS,66847.0,66877.0,1,STOP,RSDuty_28,65340,67140,LIVST,GIDEAPK,,,,,,EB,OO,66600.0,66630.0,STOP
2C04RN#1,17,CHDWLHT,66967.0,66997.0,4,STOP,RSDuty_28,65340,67140,LIVST,GIDEAPK,,,,,,EB,OO,66720.0,66750.0,STOP
2C04RN#1,18,ROMFORD,67177.0,67207.0,5,STOP,RSDuty_28,65340,67140,LIVST,GIDEAPK,,,,,,EB,OO,66930.0,66990.0,STOP
2C04RN#1,19,GIDEAPK,67327.0,67357.0,4,STOP,RSDuty_28,65340,67140,LIVST,GIDEAPK,,,,,,EB,OO,67140.0,67140.0,STOP
2C05RL#1,1,GIDEAPK,18300.0,18300.0,3,STOP,RSDuty_4,18300,20160,GIDEAPK,LIVST,GIDEAPK,18208.0,18300.0,3,1.0,WB,OO,18300.0,18300.0,STOP
2C05RL#1,2,ROMFORD,18420.0,18480.0,4,STOP,RSDuty_4,18300,20160,GIDEAPK,LIVST,ROMFORD,18411.0,18480.0,4,1.0,WB,OO,18420.0,18480.0,STOP
2C05RL#1,3,CHDWLHT,18660.0,18690.0,3,STOP,RSDuty_4,18300,20160,GIDEAPK,LIVST,CHDWLHT,18652.0,18690.0,3,1.0,WB,OO,18660.0,18690.0,STOP
2C05RL#1,4,GODMAYS,18780.0,18810.0,2,STOP,RSDuty_4,18300,20160,GIDEAPK,LIVST,GODMAYS,18772.0,18810.0,,1.0,WB,OO,18780.0,18810.0,STOP
2C05RL#1,5,SVNKNGS,18900.0,18930.0,3,STOP,RSDuty_4,18300,20160,GIDEAPK,LIVST,SVNKNGS,18895.0,18930.0,3,1.0,WB,OO,18900.0,18930.0,STOP
2C05RL#1,6,ILFELWJ,18953.0,18953.0,2,PASS,RSDuty_4,18300,20160,GIDEAPK,LIVST,ILFELWJ,18951.0,18951.0,,1.0,WB,OO,18953.0,18953.0,PASS
2C05RL#1,7,ILFELEJ,19025.0,19025.0,1,PASS,RSDuty_4,18300,20160,GIDEAPK,LIVST,ILFELEJ,18988.0,18988.0,,1.0,WB,OO,19025.0,19025.0,PASS
2C05RL#1,8,ILFORD,19080.0,19140.0,3,STOP,RSDuty_4,18300,20160,GIDEAPK,LIVST,ILFORD,19042.0,19140.0,3,1.0,WB,OO,19080.0,19140.0,STOP
2C05RL#1,9,MANPKJ,19231.0,19231.0,1,PASS,RSDuty_4,18300,20160,GIDEAPK,LIVST,MANPKJ,19212.0,19212.0,,1.0,WB,OO,19231.0,19231.0,PASS
2C05RL#1,10,MANRPK,19260.0,19290.0,1,STOP,RSDuty_4,18300,20160,GIDEAPK,LIVST,MANRPK,19260.0,19290.0,1,1.0,WB,OO,19260.0,19290.0,STOP
2C05RL#1,11,FRSTGTJ,19350.0,19350.0,2,PASS,RSDuty_4,18300,20160,GIDEAPK,LIVST,FRSTGTJ,19331.0,19331.0,,1.0,WB,OO,19350.0,19350.0,PASS
2C05RL#1,12,FRSTGT,19410.0,19440.0,2,STOP,RSDuty_4,18300,20160,GIDEAPK,LIVST,FRSTGT,19389.0,19440.0,,1.0,WB,OO,19410.0,19440.0,STOP
2C05RL#1,13,MRYLAND,19530.0,19560.0,1,STOP,RSDuty_4,18300,20160,GIDEAPK,LIVST,MRYLAND,19527.0,19560.0,1,1.0,WB,OO,19530.0,19560.0,STOP
2C05RL#1,14,STFD,19680.0,19740.0,5,STOP,RSDuty_4,18300,20160,GIDEAPK,LIVST,STFD,19638.0,19740.0,5,1.0,WB,OO,19680.0,19740.0,STOP
2C05RL#1,15,PUDGMLL,19794.0,19794.0,4,PASS,RSDuty_4,18300,20160,GIDEAPK,LIVST,PUDGMLL,19781.0,19781.0,,1.0,WB,OO,19794.0,19794.0,PASS
2C05RL#1,16,BOWJ,19830.0,19830.0,2,PASS,RSDuty_4,18300,20160,GIDEAPK,LIVST,BOWJ,19821.0,19821.0,,1.0,WB,OO,19830.0,19830.0,PASS
2C05RL#1,17,BTHNLGR,19950.0,19950.0,2,PASS,RSDuty_4,18300,20160,GIDEAPK,LIVST,BTHNLGR,19919.0,19919.0,,1.0,WB,OO,19950.0,19950.0,PASS
2C05RL#1,18,WHELSTJ,20047.0,20047.0,2,PASS,RSDuty_4,18300,20160,GIDEAPK,LIVST,WHELSTJ,19972.0,19972.0,,1.0,WB,OO,20047.0,20047.0,PASS
2C05RL#1,19,LIVST,20160.0,20160.0,16,STOP,RSDuty_4,18300,20160,GIDEAPK,LIVST,LIVST,20094.0,,,1.0,WB,OO,20160.0,20160.0,STOP
2C07RL#1,1,GIDEAPK,27780.0,27780.0,3,STOP,RSDuty_1,27780,29640,GIDEAPK,LIVST,GIDEAPK,27663.0,27780.0,3,1.0,WB,OO,27780.0,27780.0,STOP
2C07RL#1,2,ROMFORD,27900.0,27960.0,4,STOP,RSDuty_1,27780,29640,GIDEAPK,LIVST,ROMFORD,27891.0,27960.0,4,1.0,WB,OO,27900.0,27960.0,STOP
2C07RL#1,3,CHDWLHT,28140.0,28170.0,3,STOP,RSDuty_1,27780,29640,GIDEAPK,LIVST,CHDWLHT,28132.0,28170.0,3,1.0,WB,OO,28140.0,28170.0,STOP
2C07RL#1,4,GODMAYS,28260.0,28290.0,2,STOP,RSDuty_1,27780,29640,GIDEAPK,LIVST,GODMAYS,28252.0,28290.0,,1.0,WB,OO,28260.0,28290.0,STOP
2C07RL#1,5,SVNKNGS,28380.0,28410.0,3,STOP,RSDuty_1,27780,29640,GIDEAPK,LIVST,SVNKNGS,28375.0,28410.0,3,1.0,WB,OO,28380.0,28410.0,STOP
2C07RL#1,6,ILFELWJ,28433.0,28433.0,2,PASS,RSDuty_1,27780,29640,GIDEAPK,LIVST,ILFELWJ,28431.0,28431.0,,1.0,WB,OO,28433.0,28433.0,PASS
2C07RL#1,7,ILFELEJ,28505.0,28505.0,1,PASS,RSDuty_1,27780,29640,GIDEAPK,LIVST,ILFELEJ,28468.0,28468.0,,1.0,WB,OO,28505.0,28505.0,PASS
2C07RL#1,8,ILFORD,28560.0,28620.0,3,STOP,RSDuty_1,27780,29640,GIDEAPK,LIVST,ILFORD,28522.0,28620.0,3,1.0,WB,OO,28560.0,28620.0,STOP
2C07RL#1,9,MANPKJ,28711.0,28711.0,1,PASS,RSDuty_1,27780,29640,GIDEAPK,LIVST,MANPKJ,28692.0,28692.0,,1.0,WB,OO,28711.0,28711.0,PASS
2C07RL#1,10,MANRPK,28740.0,28770.0,1,STOP,RSDuty_1,27780,29640,GIDEAPK,LIVST,MANRPK,28740.0,28770.0,1,1.0,WB,OO,28740.0,28770.0,STOP
2C07RL#1,11,FRSTGTJ,28830.0,28830.0,2,PASS,RSDuty_1,27780,29640,GIDEAPK,LIVST,FRSTGTJ,28811.0,28811.0,,1.0,WB,OO,28830.0,28830.0,PASS
2C07RL#1,12,FRSTGT,28890.0,28920.0,2,STOP,RSDuty_1,27780,29640,GIDEAPK,LIVST,FRSTGT,28869.0,28920.0,,1.0,WB,OO,28890.0,28920.0,STOP
2C07RL#1,13,MRYLAND,29010.0,29040.0,1,STOP,RSDuty_1,27780,29640,GIDEAPK,LIVST,MRYLAND,29007.0,29040.0,1,1.0,WB,OO,29010.0,29040.0,STOP
2C07RL#1,14,STFD,29160.0,29220.0,5,STOP,RSDuty_1,27780,29640,GIDEAPK,LIVST,STFD,29118.0,29220.0,5,1.0,WB,OO,29160.0,29220.0,STOP
2C07RL#1,15,PUDGMLL,29274.0,29274.0,4,PASS,RSDuty_1,27780,29640,GIDEAPK,LIVST,PUDGMLL,29261.0,29261.0,,1.0,WB,OO,29274.0,29274.0,PASS
2C07RL#1,16,BOWJ,29310.0,29310.0,2,PASS,RSDuty_1,27780,29640,GIDEAPK,LIVST,BOWJ,29301.0,29301.0,,1.0,WB,OO,29310.0,29310.0,PASS
2C07RL#1,17,BTHNLGR,29430.0,29430.0,2,PASS,RSDuty_1,27780,29640,GIDEAPK,LIVST,BTHNLGR,29399.0,29399.0,,1.0,WB,OO,29430.0,29430.0,PASS
2C07RL#1,18,WHELSTJ,29527.0,29527.0,2,PASS,RSDuty_1,27780,29640,GIDEAPK,LIVST,WHELSTJ,29452.0,29452.0,,1.0,WB,OO,29527.0,29527.0,PASS
2C07RL#1,19,LIVST,29640.0,29640.0,17,STOP,RSDuty_1,27780,29640,GIDEAPK,LIVST,LIVST,29581.0,,,1.0,WB,OO,29640.0,29640.0,STOP
2C09RL#1,1,GIDEAPK,29580.0,29580.0,3,STOP,RSDuty_31,29580,31440,GIDEAPK,LIVST,GIDEAPK,29463.0,29580.0,3,1.0,WB,OO,29580.0,29580.0,STOP
2C09RL#1,2,ROMFORD,29700.0,29760.0,4,STOP,RSDuty_31,29580,31440,GIDEAPK,LIVST,ROMFORD,29691.0,29760.0,4,1.0,WB,OO,29700.0,29760.0,STOP
2C09RL#1,3,CHDWLHT,29940.0,29970.0,3,STOP,RSDuty_31,29580,31440,GIDEAPK,LIVST,CHDWLHT,29932.0,29970.0,3,1.0,WB,OO,29940.0,29970.0,STOP
2C09RL#1,4,GODMAYS,30060.0,30090.0,2,STOP,RSDuty_31,29580,31440,GIDEAPK,LIVST,GODMAYS,30052.0,30090.0,,1.0,WB,OO,30060.0,30090.0,STOP
2C09RL#1,5,SVNKNGS,30180.0,30210.0,3,STOP,RSDuty_31,29580,31440,GIDEAPK,LIVST,SVNKNGS,30175.0,30210.0,3,1.0,WB,OO,30180.0,30210.0,STOP
2C09RL#1,6,ILFELWJ,30233.0,30233.0,2,PASS,RSDuty_31,29580,31440,GIDEAPK,LIVST,ILFELWJ,30231.0,30231.0,,1.0,WB,OO,30233.0,30233.0,PASS
2C09RL#1,7,ILFELEJ,30305.0,30305.0,1,PASS,RSDuty_31,29580,31440,GIDEAPK,LIVST,ILFELEJ,30268.0,30268.0,,1.0,WB,OO,30305.0,30305.0,PASS
2C09RL#1,8,ILFORD,30360.0,30420.0,3,STOP,RSDuty_31,29580,31440,GIDEAPK,LIVST,ILFORD,30322.0,30420.0,3,1.0,WB,OO,30360.0,30420.0,STOP
2C09RL#1,9,MANPKJ,30511.0,30511.0,1,PASS,RSDuty_31,29580,31440,GIDEAPK,LIVST,MANPKJ,30492.0,30492.0,,1.0,WB,OO,30511.0,30511.0,PASS
2C09RL#1,10,MANRPK,30540.0,30570.0,1,STOP,RSDuty_31,29580,31440,GIDEAPK,LIVST,MANRPK,30540.0,30570.0,1,1.0,WB,OO,30540.0,30570.0,STOP
2C09RL#1,11,FRSTGTJ,30630.0,30630.0,2,PASS,RSDuty_31,29580,31440,GIDEAPK,LIVST,FRSTGTJ,30611.0,30611.0,,1.0,WB,OO,30630.0,30630.0,PASS
2C09RL#1,12,FRSTGT,30690.0,30720.0,2,STOP,RSDuty_31,29580,31440,GIDEAPK,LIVST,FRSTGT,30669.0,30720.0,,1.0,WB,OO,30690.0,30720.0,STOP
2C09RL#1,13,MRYLAND,30810.0,30840.0,1,STOP,RSDuty_31,29580,31440,GIDEAPK,LIVST,MRYLAND,30807.0,30840.0,1,1.0,WB,OO,30810.0,30840.0,STOP
2C09RL#1,14,STFD,30960.0,31020.0,5,STOP,RSDuty_31,29580,31440,GIDEAPK,LIVST,STFD,30918.0,31020.0,5,1.0,WB,OO,30960.0,31020.0,STOP
2C09RL#1,15,PUDGMLL,31074.0,31074.0,4,PASS,RSDuty_31,29580,31440,GIDEAPK,LIVST,PUDGMLL,31061.0,31061.0,,1.0,WB,OO,31074.0,31074.0,PASS
2C09RL#1,16,BOWJ,31110.0,31110.0,2,PASS,RSDuty_31,29580,31440,GIDEAPK,LIVST,BOWJ,31101.0,31101.0,,1.0,WB,OO,31110.0,31110.0,PASS
2C09RL#1,17,BTHNLGR,31230.0,31230.0,2,PASS,RSDuty_31,29580,31440,GIDEAPK,LIVST,BTHNLGR,31199.0,31199.0,,1.0,WB,OO,31230.0,31230.0,PASS
2C09RL#1,18,WHELSTJ,31327.0,31327.0,2,PASS,RSDuty_31,29580,31440,GIDEAPK,LIVST,WHELSTJ,31252.0,31252.0,,1.0,WB,OO,31327.0,31327.0,PASS
2C09RL#1,19,LIVST,31440.0,31440.0,17,STOP,RSDuty_31,29580,31440,GIDEAPK,LIVST,LIVST,31381.0,,,1.0,WB,OO,31440.0,31440.0,STOP
2R01RL#1,1,PADTON,18780.0,18780.0,10,STOP,RSDuty_30,18780,22440,PADTON,RDNGSTN,PADTON,17424.0,18780.0,10,1.0,WB,OO,18780.0,18780.0,STOP
2R01RL#1,2,ROYAOJN,18840.0,18840.0,3,PASS,RSDuty_30,18780,22440,PADTON,RDNGSTN,ROYAOJN,18837.0,18837.0,,1.0,WB,OO,18840.0,18840.0,PASS
2R01RL#1,3,PRTOBJP,18900.0,18900.0,2,PASS,RSDuty_30,18780,22440,PADTON,RDNGSTN,PRTOBJP,18909.0,18909.0,,1.0,WB,OO,18900.0,18900.0,PASS
2R01RL#1,4,LDBRKJ,18990.0,18990.0,3,PASS,RSDuty_30,18780,22440,PADTON,RDNGSTN,LDBRKJ,18947.0,18947.0,,1.0,WB,OO,18990.0,18990.0,PASS
2R01RL#1,5,OLDOKCE,19057.0,19057.0,2,PASS,RSDuty_30,18780,22440,PADTON,RDNGSTN,OLDOKCE,18994.0,18994.0,,1.0,WB,OO,19057.0,19057.0,PASS
2R01RL#1,6,OLDOKCW,19093.0,19093.0,DR,PASS,RSDuty_30,18780,22440,PADTON,RDNGSTN,OLDOKCW,19014.0,19014.0,,1.0,WB,OO,19093.0,19093.0,PASS
2R01RL#1,7,FRIARSJ,19126.0,19126.0,1,PASS,RSDuty_30,18780,22440,PADTON,RDNGSTN,FRIARSJ,19032.0,19032.0,,1.0,WB,OO,19126.0,19126.0,PASS
2R01RL#1,8,ZZZACTE,19159.0,19159.0,2,PASS,RSDuty_30,18780,22440,PADTON,RDNGSTN,ZZZACTE,19050.0,19050.0,,1.0,WB,OO,19159.0,19159.0,PASS
2R01RL#1,9,ACTONML,19172.0,19172.0,RL,PASS,RSDuty_30,18780,22440,PADTON,RDNGSTN,ACTONML,19058.0,19058.0,,1.0,WB,OO,19172.0,19172.0,PASS
2R01RL#1,10,ACTONW,19230.0,19230.0,1,PASS,RSDuty_30,18780,22440,PADTON,RDNGSTN,ACTONW,19090.0,19090.0,,1.0,WB,OO,19230.0,19230.0,PASS
2R01RL#1,11,EALINGB,19290.0,19350.0,2,STOP,RSDuty_30,18780,22440,PADTON,RDNGSTN,EALINGB,19157.0,19350.0,,1.0,WB,OO,19290.0,19350.0,STOP
2R01RL#1,12,WEALING,19466.0,19466.0,3,PASS,RSDuty_30,18780,22440,PADTON,RDNGSTN,WEALING,19411.0,19411.0,,1.0,WB,OO,19466.0,19466.0,PASS
2R01RL#1,13,WEALJN,19479.0,19479.0,1,PASS,RSDuty_30,18780,22440,PADTON,RDNGSTN,WEALJN,19418.0,19418.0,,1.0,WB,OO,19479.0,19479.0,PASS
2R01RL#1,14,ZZZHAN,19555.0,19555.0,1,PASS,RSDuty_30,18780,22440,PADTON,RDNGSTN,ZZZHAN,19442.0,19442.0,,1.0,WB,OO,19555.0,19555.0,PASS
2R01RL#1,15,HANWELL,19570.0,19570.0,1,PASS,RSDuty_30,18780,22440,PADTON,RDNGSTN,HANWELL,19446.0,19446.0,,1.0,WB,OO,19570.0,19570.0,PASS
2R01RL#1,16,ZZZHBJN,19656.0,19656.0,1,PASS,RSDuty_30,18780,22440,PADTON,RDNGSTN,ZZZHBJN,19466.0,19466.0,,1.0,WB,OO,19656.0,19656.0,PASS
2R01RL#1,17,STHALEJ,19759.0,19759.0,1,PASS,RSDuty_30,18780,22440,PADTON,RDNGSTN,STHALEJ,19515.0,19515.0,,1.0,WB,OO,19759.0,19759.0,PASS
2R01RL#1,18,STHALL,19800.0,19860.0,3,STOP,RSDuty_30,18780,22440,PADTON,RDNGSTN,STHALL,19556.0,19860.0,3,1.0,WB,OO,19800.0,19860.0,STOP
2R01RL#1,19,STHALWJ,19939.0,19939.0,2,PASS,RSDuty_30,18780,22440,PADTON,RDNGSTN,STHALWJ,19917.0,19917.0,,1.0,WB,OO,19939.0,19939.0,PASS
2R01RL#1,20,HAYESAH,20040.0,20100.0,3,STOP,RSDuty_30,18780,22440,PADTON,RDNGSTN,HAYESAH,19999.0,20100.0,3,1.0,WB,OO,20040.0,20100.0,STOP
2R01RL#1,21,HTRWAJN,20130.0,20130.0,2,PASS,RSDuty_30,18780,22440,PADTON,RDNGSTN,HTRWAJN,20140.0,20140.0,,1.0,WB,OO,20130.0,20130.0,PASS
2R01RL#1,22,STKYJN,20210.0,20210.0,1,PASS,RSDuty_30,18780,22440,PADTON,RDNGSTN,STKYJN,20181.0,20181.0,,1.0,WB,OO,20210.0,20210.0,PASS
2R01RL#1,23,WDRYTON,20310.0,20340.0,3,STOP,RSDuty_30,18780,22440,PADTON,RDNGSTN,WDRYTON,20257.0,20340.0,3,1.0,WB,OO,20310.0,20340.0,STOP
2R01RL#1,24,WDRYJN,20357.0,20357.0,2,PASS,RSDuty_30,18780,22440,PADTON,RDNGSTN,WDRYJN,20364.0,20364.0,,1.0,WB,OO,20357.0,20357.0,PASS
2R01RL#1,25,IVER,20490.0,20520.0,3,STOP,RSDuty_30,18780,22440,PADTON,RDNGSTN,IVER,20468.0,20520.0,3,1.0,WB,OO,20490.0,20520.0,STOP
